volume_number,start_page_label,start_page_index,page_length,macropaedia_contents_name,suggested_propaedia_name,suggested_propaedia_name_occurrence_count,suggested_propaedia_name_match_methods,suggested_propaedia_name_source_pages,suggested_propaedia_name_source_images,alternate_propaedia_names,propaedia_name,propaedia_name_source_image_path,notes
12,365,365,4,Moss ANIMALS: Phylum Bryozoa,Moss Animals: Phylum Bryozoa,1,direct,100,propaedia_pages/part_3/propaedia-2010-part-03-photo-03.jpg,,,,
12,369,369,67,MOTION PICTURES,,,,,,,,,
12,436,436,9,Human MOTIVATION,,,,,,,,,
12,445,445,35,MOZART,,,,,,,,,
12,480,480,13,MUSEUMS,,,,,,,,,
12,493,493,60,The Art of MusIc,,,,,,,,,
12,553,553,12,The History of Western MUSIC,,,,,,,,,
12,565,565,86,MUSICAL FORMS AND GENRES,,,,,,,,,
12,651,651,56,MUSICAL INSTRUMENTS,,,,,,,,,
12,707,707,8,MYSTERY RELIGIONS,,,,,,,,,
12,715,715,18,MYTH AND MYTHOLOGY,,,,,,,,,
12,733,733,6,NAMES,,,,,,,,,
12,739,739,2,NANKING (NANJING),,,,,,,,,
12,741A,741,1,NANOTECHNOLOGY,,,,,,,,,
12,742,742,6,NAPLES,,,,,,,,,
12,748,748,8,NAPOLEON,,,,,,,,,
12,756,756,11,NAVIGATION,,,,,,,,,
12,767,767,10,NEBULA,Nebula,1,direct,55,propaedia_pages/part_1/propaedia-2010-part-01-photo-12.jpg,,,,
12,777,777,7,NEPAL,,,,,,,,,
12,784,784,80,NERVES AND NERVOUS SYSTEMS,Nerves and Nervous Systems,3,direct,116 | 119 | 121,propaedia_pages/part_3/propaedia-2010-part-03-photo-06.jpg | propaedia_pages/part_3/propaedia-2010-part-03-photo-08.jpg | propaedia_pages/part_3/propaedia-2010-part-03-photo-09.jpg,,,,
12,864,864,33,The NETHERLANDS,,,,,,,,,
12,897,897,5,NEW ORLEANS,,,,,,,,,
12,902,902,14,NEW YORK CITY,,,,,,,,,
12,916,916,15,NEW ZEALAND,,,,,,,,,
12,931,931,5,NEWTON,,,,,,,,,
12,936,936,3,NIETZSCHE,,,,,,,,,
12,939,939,58,NORTH AFRICA,,,,,,,,,
12,997,997,85,NORTH AMERICA,,,,,,,,,
12,1082,1082,,NORWAY,,,,,,,,,
13,1,1,13,NUMBER GAMES and Other Mathematical Recreations,,,,,,,,,
13,14,14,24,NUMBER THEORY,,,,,,,,,
13,38,38,12,NUMERICAL ANALYSIS,,,,,,,,,
13,50,50,26,NUTRITION,Nutrition,1,direct,124,propaedia_pages/part_3/propaedia-2010-part-03-photo-11.jpg,,,,
13,76,76,23,OCCULTISM,,,,,,,,,
13,99,99,5,OCCUPATIONAL DISEASES AND DISORDERS,,,,,,,,,
13,104,104,30,OCEANIC ARTS,,,,,,,,,
13,134,134,63,OCEANS,Oceans,4,direct,76 | 80 | 84 | 137,propaedia_pages/part_2/propaedia-2010-part-02-photo-06.jpg | propaedia_pages/part_2/propaedia-2010-part-02-photo-08.jpg | propaedia_pages/part_2/propaedia-2010-part-02-photo-09.jpg | propaedia_pages/part_3/propaedia-2010-part-03-photo-21.jpg,,,,
13,197,197,5,OLYMPIC GAMES,,,,,,,,,
13,202,202,15,Principles of OPTICS,"Optics, Principles of",1,observed_comma_flip,50,propaedia_pages/part_1/propaedia-2010-part-01-photo-10.jpg,,,,
13,217,217,10,The Mathematical Theory of OPTIMIZATION,,,,,,,,,
13,227,227,4,ÖSAKA-KOBE METROPOLITAN AREA,,,,,,,,,
13,231,231,71,PACIFIC ISLANDS,,,,,,,,,
13,302,302,16,The PACIFIC OCEAN,,,,,,,,,
13,318,318,18,The Art of PAINTING,,,,,,,,,
13,336,336,57,The History of Western PAINTING,,,,,,,,,
13,393,393,14,PAKISTAN,,,,,,,,,
13,407,407,18,PALESTINE,,,,,,,,,
13,425,425,9,PARAGUAY,,,,,,,,,
13,434,434,15,PARIS,,,,,,,,,
13,449,449,9,PARTICLE ACCELERATORS,,,,,,,,,
13,458,458,3,PASCAL,,,,,,,,,
13,461,461,2,PASTEUR,,,,,,,,,
13,463,463,4,The Apostle PAUL,,,,,,,,,
13,467,467,14,PEKING (BELJING),,,,,,,,,
13,481,481,22,Human PERCEPTION,,,,,,,,,
13,503,503,12,PERSONALITY,,,,,,,,,
13,515,515,13,PERU,,,,,,,,,
13,528,528,4,"PETER I the Great, of Russia",,,,,,,,,
13,532,532,5,PHILADELPHIA,,,,,,,,,
13,537,537,13,PHILIPPINES,,,,,,,,,
13,550,550,12,PHILOSOPHICAL ANTHROPOLOGY,,,,,,,,,
13,562,562,90,Western PHILOSOPHICAL SCHOOLS AND DOCTRINES,,,,,,,,,
13,652,652,81,PHILOSOPHIES OF THE BRANCHES OF KNOWLEDGE,,,,,,,,,
13,733,733,28,The History of Western PHILOSOPHY,,,,,,,,,
13,761,761,38,PHOTOGRAPHY,,,,,,,,,
13,799,799,8,PHOTOSYNTHESIS,Photosynthesis,1,direct,96,propaedia_pages/part_3/propaedia-2010-part-03-photo-01.jpg,Photosynthesıs,,,
13,807,807,21,Principles of PHYSICAL SCIENCE,"Physical Science, Principles of",1,observed_comma_flip,22,propaedia_pages/part_1/propaedia-2010-part-01-photo-01.jpg,,,,
13,828,828,32,The PHYSICAL SCIENCES,"Physical Sciences, The",7,observed_comma_flip,22 | 26 | 36 | 39 | 53 | 55 | 58,propaedia_pages/part_1/propaedia-2010-part-01-photo-01.jpg | propaedia_pages/part_1/propaedia-2010-part-01-photo-02.jpg | propaedia_pages/part_1/propaedia-2010-part-01-photo-05.jpg | propaedia_pages/part_1/propaedia-2010-part-01-photo-06.jpg | propaedia_pages/part_1/propaedia-2010-part-01-photo-11.jpg | propaedia_pages/part_1/propaedia-2010-part-01-photo-12.jpg | propaedia_pages/part_1/propaedia-2010-part-01-photo-13.jpg,,,,
13,860,860,5,PICASSO,,,,,,,,,
13,865,865,2,PLANCK,,,,,,,,,
13,867,867,16,PLANTS,Plants,3,direct,96 | 100 | 119,propaedia_pages/part_3/propaedia-2010-part-03-photo-01.jpg | propaedia_pages/part_3/propaedia-2010-part-03-photo-03.jpg | propaedia_pages/part_3/propaedia-2010-part-03-photo-08.jpg,,,,
13,883,883,10,PLATE TECTONICS,Plate Tectonics,2,direct,80 | 86,propaedia_pages/part_2/propaedia-2010-part-02-photo-08.jpg | propaedia_pages/part_2/propaedia-2010-part-02-photo-10.jpg,,,,
13,893,893,15,Plato and PLATONISM,,,,,,,,,
13,908,908,22,POISONS AND POISONING,Poisons and Poisoning,1,direct,113,propaedia_pages/part_3/propaedia-2010-part-03-photo-04.jpg,,,,
13,930,930,27,POLAND,,,,,,,,,
13,957,957,16,POLICE,,,,,,,,,
13,973,973,6,POLISH LITERATURE,,,,,,,,,
13,979,979,12,POLITICAL PARTIES AND INTEREST GROUPS,,,,,,,,,
13,991,991,13,The History of Western POLITICAL PHILOSOPHY,,,,,,,,,
13,1004,1004,28,POLITICAL SYSTEMS,,,,,,,,,
13,1032,1032,2,Jackson POLLOCK,,,,,,,,,
13,1034,1034,10,POPULATION,,,,,,,,,
13,1044,1044,19,PORTUGAL,,,,,,,,,
13,1063,1063,4,PORTUGUESE LITERATURE,,,,,,,,,
13,1067,1067,10,POSTAL SYSTEMS,,,,,,,,,
13,1077,1077,,PRAGUE,,,,,,,,,
14,45,45,26,PREHISTORIC PEOPLES AND CULTURES,,,,,,,,,
14,71,71,41,"PRINTING, TYPOGRAPHY, AND PHOTOENGRAVING",,,,,,,,,
14,112,112,23,PRINTMAKING,,,,,,,,,
14,135,135,14,PROBABILITY THEORY,,,,,,,,,
14,149,149,22,PROCEDURAL LAW,,,,,,,,,
14,171,171,9,PROPAGANDA,,,,,,,,,
14,180,180,26,PROPERTY LAW,,,,,,,,,
14,206,206,62,PROTESTANTISM,,,,,,,,,
14,268,268,11,PROTISTS,Protists,2,direct,96 | 100,propaedia_pages/part_3/propaedia-2010-part-03-photo-01.jpg | propaedia_pages/part_3/propaedia-2010-part-03-photo-03.jpg,,,,
14,279,279,10,PROTOZOA,Protozoa,1,direct,100,propaedia_pages/part_3/propaedia-2010-part-03-photo-03.jpg,,,,
14,289,289,5,PSYCHOLOGICAL TESTS AND MEASUREMENT,,,,,,,,,
14,294,294,16,PUBLIC ADMINISTRATION,,,,,,,,,
14,310,310,7,PUBLIC OPINION,,,,,,,,,
14,317,317,98,PUBLIC WORKS,,,,,,,,,
14,415,415,35,PUBLISHING,,,,,,,,,
14,450,450,8,PUPPETRY,,,,,,,,,
14,458,458,13,RADAR,,,,,,,,,
14,471,471,30,RADIATION,Radiation,1,direct,26,propaedia_pages/part_1/propaedia-2010-part-01-photo-02.jpg,,,,
14,501,501,8,RELATIVITY,Relativity,1,direct,53,propaedia_pages/part_1/propaedia-2010-part-01-photo-11.jpg,,,,
14,509,509,21,The Study and Classification of RELIGIONS,,,,,,,,,
14,530,530,48,Systems of RELIGIOUS AND SPIRITUAL BELIEF,,,,,,,,,
14,578,578,13,RELIGIOUS EXPERIENCE,,,,,,,,,
14,591,591,9,RELIGIOUS SYMBOLISM AND ICONOGRAPHY,,,,,,,,,
14,600,600,9,REMBRANDT VAN RIJN,,,,,,,,,
14,609,609,79,REPRODUCTION AND REPRODUCTIVE SYSTEMS,Reproduction and Reproductive Systems,3,direct,96 | 119 | 127,propaedia_pages/part_3/propaedia-2010-part-03-photo-01.jpg | propaedia_pages/part_3/propaedia-2010-part-03-photo-08.jpg | propaedia_pages/part_3/propaedia-2010-part-03-photo-13.jpg,,,,
14,688,688,37,REPTILES,Reptiles,1,direct,100,propaedia_pages/part_3/propaedia-2010-part-03-photo-03.jpg,,,,
14,725,725,33,RESPIRATION AND RESPIRATORY SYSTEMS,Respiration and Respiratory Systems,2,direct,119 | 125,propaedia_pages/part_3/propaedia-2010-part-03-photo-08.jpg | propaedia_pages/part_3/propaedia-2010-part-03-photo-12.jpg,,,,
14,758,758,7,RHETORIC,,,,,,,,,
14,765,765,5,RIO DE JANEIRO,,,,,,,,,
14,770,770,73,Sacred RITES AND CEREMONIES,,,,,,,,,
14,843,843,27,RIVERS,Rivers,3,direct,76 | 84 | 137,propaedia_pages/part_2/propaedia-2010-part-02-photo-06.jpg | propaedia_pages/part_2/propaedia-2010-part-02-photo-09.jpg | propaedia_pages/part_3/propaedia-2010-part-03-photo-21.jpg,,,,
14,870,870,7,Rock MusIc,,,,,,,,,
14,877,877,37,ROMAN CATHOLICISM,,,,,,,,,
14,914,914,19,ROME,,,,,,,,,
14,933,933,5,Franklin D. ROOSEVELT,,,,,,,,,
14,938,938,5,Jean-Jacques ROUSSEAU,,,,,,,,,
14,943,943,60,RUSSIA,,,,,,,,,
14,1003,1003,9,RUSSIAN LITERATURE,,,,,,,,,
14,1012,1012,2,RUTHERFORD,,,,,,,,,
14,1014,1014,23,SACRED OFFICES AND ORDERS,,,,,,,,,
14,1037,1037,,SAINT PETERSBURG,,,,,,,,,
15,10,10,12,SCANDINAVIAN LITERATUrE,,,,,,,,,
15,22,22,10,Classical SCHOLARSHIP,,,,,,,,,
15,32,32,10,The History of SCIENCE,,,,,,,,,
15,42A,42,1,SCIENCE FICTION,,,,,,,,,
15,43,43,17,The Art of SCULPTURE,,,,,,,,,
15,60,60,55,The History of Western ScuLPTURE,,,,,,,,,
15,115,115,108,SENSORY RECEPTION,Sensory Reception,2,direct,96 | 121,propaedia_pages/part_3/propaedia-2010-part-03-photo-01.jpg | propaedia_pages/part_3/propaedia-2010-part-03-photo-09.jpg,,,,
15,223,223,3,SEOUL,,,,,,,,,
15,226,226,7,SET THEORY,,,,,,,,,
15,233,233,20,SEX AND SEXUALITY,Sex and Sexuality,1,direct,127,propaedia_pages/part_3/propaedia-2010-part-03-photo-13.jpg,,,,
15,253,253,20,SHAKESPEARE,,,,,,,,,
15,273,273,5,SHANGHAI,,,,,,,,,
15,278,278,6,SHINTO,,,,,,,,,
15,284,284,4,SIKHISM,,,,,,,,,
15,288,288,13,SLAVERY,,,,,,,,,
15,301,301,11,SLEEP AND DREAMS,,,,,,,,,
15,312,312,4,Adam SMITH,,,,,,,,,
15,316,316,49,The SOCIAL SCIENCES,,,,,,,,,
15,365,365,7,SOCIAL STRUCTURE AND CHANGE,,,,,,,,,
15,372,372,21,SOCIAL WELFARE,,,,,,,,,
15,393,393,28,Modern SOCIO-ECONOMIC DOCTRINES AND REFORM MOVEMENTS,,,,,,,,,
15,421,421,17,SCOTTISH ENLIGHTENMENT,,,,,,,,,
15,438,438,3,SOCRATES,,,,,,,,,
15,441,441,11,SOILS,Soils,1,direct,84,propaedia_pages/part_2/propaedia-2010-part-02-photo-09.jpg,,,,
15,452,452,104,The SOLAR SYSTEM,"Solar System, The",2,observed_comma_flip,58 | 66,propaedia_pages/part_1/propaedia-2010-part-01-photo-13.jpg | propaedia_pages/part_2/propaedia-2010-part-02-photo-01.jpg,,,,
15,556,556,22,SOUND,Sound,1,direct,50,propaedia_pages/part_1/propaedia-2010-part-01-photo-10.jpg,,,,
15,578,578,56,SOUTH AMERICA,,,,,,,,,
15,634,634,77,SOUTH ASIAN ARTS,,,,,,,,,
15,711,711,84,SOUTHEAST ASIA,,,,,,,,,
15,795,795,43,SOUTHEAST ASIAN ARTS,,,,,,,,,
15,838,838,,SOUTHERN AFRICA,,,,,,,,,
16,1,1,62,SPAIN,,,,,,,,,
16,63,63,9,SPANISH LITERATURE,,,,,,,,,
16,72,72,21,SPEECH,,,,,,,,,
16,93,93,7,SPONGES: Phylum Porifera,Sponges: Phylum Porifera,1,direct,100,propaedia_pages/part_3/propaedia-2010-part-03-photo-03.jpg,,,,
16,100,100,67,Major Team and Individual SPORTS,,,,,,,,,
16,167,167,14,SRI LANKA,,,,,,,,,
16,181,181,4,STALIN,,,,,,,,,
16,185,185,32,STARS AND STAR CLUSTERS,Stars and Star Clusters,1,direct,55,propaedia_pages/part_1/propaedia-2010-part-01-photo-12.jpg,,,,
16,217,217,10,STATISTICS,,,,,,,,,
16,227,227,9,The History of the Eurasian STEPPE,,,,,,,,,
16,236,236,15,SUBATOMIC PARTICLES,Subatomic Particles,1,direct,26,propaedia_pages/part_1/propaedia-2010-part-01-photo-02.jpg,,,,
16,251,251,21,The SUDAN,,,,,,,,,
16,272,272,45,SUPPORTIVE AND CONNECTIVE TISSUES,Supportive and Connective Tissues,2,direct,119 | 123,propaedia_pages/part_3/propaedia-2010-part-03-photo-08.jpg | propaedia_pages/part_3/propaedia-2010-part-03-photo-10.jpg,,,,
16,317,317,4,SURINAME,,,,,,,,,
16,321,321,20,SWEDEN,,,,,,,,,
16,341,341,16,SWITZERLAND,,,,,,,,,
16,357,357,4,SYDNEY,,,,,,,,,
16,361,361,14,SYRIA,,,,,,,,,
16,375,375,8,TAIWAN,,,,,,,,,
16,383,383,14,TAOISM,,,,,,,,,
16,397,397,25,TAXATION,,,,,,,,,
16,422,422,18,TEACHING,,,,,,,,,
16,440,440,33,The History of TECHNOLOGY,,,,,,,,,
16,473,473,32,TELECOMMUNICATIONS SYSTEMS,,,,,,,,,
16,505,505,16,TELESCOPES,,,,,,,,,
16,521,521,16,The Art of the THEATRE,,,,,,,,,
16,537,537,24,The History of Western THEATRE,,,,,,,,,
16,561,561,55,THEATRICAL PRODUCTION,,,,,,,,,
16,616,616,3,THEOLOGY,,,,,,,,,
16,619,619,26,Principles of THERMODYNAMICS,"Thermodynamics, Principles of",1,observed_comma_flip,39,propaedia_pages/part_1/propaedia-2010-part-01-photo-06.jpg,,,,
16,645,645,5,Thomas Aquinas and THOMISM,,,,,,,,,
16,650,650,7,THOUGHT AND THOUGHT PROCESSES,,,,,,,,,
16,657,657,5,TIENTSIN (TIANJIN),,,,,,,,,
16,662,662,12,TIME,,,,,,,,,
16,674,674,4,TITIAN,,,,,,,,,
16,678,678,9,TOKYO-YOKOHAMA METROPOLITAN AREA,,,,,,,,,
16,687,687,5,TOLSTOY,,,,,,,,,
16,692,692,25,TOOLS,,,,,,,,,
16,717,717,24,TOPOLOGY,,,,,,,,,
16,741,741,3,TORONTO,,,,,,,,,
16,744,744,7,TORTS,,,,,,,,,
16,751,751,23,TRANSCAUCASIA,,,,,,,,,
16,774,774,7,Organ and Tissue TRANSPLANTS,,,,,,,,,
16,781,781,108,TRANSPORTATION,,,,,,,,,
16,889,889,14,TRANSPORTATION LAW,,,,,,,,,
16,903,903,11,TREES,Trees,1,direct,137,propaedia_pages/part_3/propaedia-2010-part-03-photo-21.jpg,,,,
16,914,914,6,TRIGONOMETRY,,,,,,,,,
16,920,920,53,TURKEY AND ANCIENT ANATOLIA,,,,,,,,,
16,973,973,25,UKRAINE,,,,,,,,,
16,998,998,,UNION OF SOVIET SOCIALIST REPUBLICS,,,,,,,,,
17,138,138,11,UNITED NATIONS,,,,,,,,,
17,149,149,310,UNITED STATES OF AMERICA,,,,,,,,,
17,459,459,2,UNITED STATES PRESIDENCY AND FIRST LADY,,,,,,,,,
17,461,461,7,URUGUAY,,,,,,,,,
17,468,468,12,VENEZUELA,,,,,,,,,
17,480,480,8,VENICE,,,,,,,,,
17,488,488,5,VICTORIA and the Victorian Age,,,,,,,,,
17,493,493,5,VIENNA,,,,,,,,,
17,498A,498,1,The VIETNAM WAR,,,,,,,,,
17,499,499,3,VIRGIL,,,,,,,,,
17,502,502,1,VIRTUAL REALITY,,,,,,,,,
17,503,503,6,VIRUSES,Viruses,1,direct,100,propaedia_pages/part_3/propaedia-2010-part-03-photo-03.jpg,,,,
17,509,509,15,VOLCANISM,Volcanism,6,direct,67 | 71 | 80 | 84 | 86 | 89,propaedia_pages/part_2/propaedia-2010-part-02-photo-02.jpg | propaedia_pages/part_2/propaedia-2010-part-02-photo-04.jpg | propaedia_pages/part_2/propaedia-2010-part-02-photo-08.jpg | propaedia_pages/part_2/propaedia-2010-part-02-photo-09.jpg | propaedia_pages/part_2/propaedia-2010-part-02-photo-10.jpg | propaedia_pages/part_2/propaedia-2010-part-02-photo-12.jpg,,,,
17,524,524,5,VOLTAIRE,,,,,,,,,
17,529,529,99,The Technology of WAR,,,,,,,,,
17,628,628,68,The Theory and Conduct of WAR,,,,,,,,,
17,696,696,3,WARSAW,,,,,,,,,
17,699,699,8,George WASHINGTON,,,,,,,,,
17,707,707,11,"WASHINGTON, D.C.",,,,,,,,,
17,718,718,3,WELLINGTON,,,,,,,,,
17,721,721,69,The WEST INDIES,,,,,,,,,
17,790,790,125,WESTERN AFRICA,,,,,,,,,
17,915A,915,1,Virginia WOOLF,,,,,,,,,
17,916,916,45,WorK AND EMPLOYMENT,,,,,,,,,
17,961,961,64,The WORLD WARS,,,,,,,,,
17,1025,1025,52,WRITING,,,,,,,,,
17,1077,1077,6,YIDDISH LITERATURE,,,,,,,,,
17,1083,1083,,ZOROASTRIANISM AND PARSIISM,,,,,,,,,
