part_number,capture_sequence,block_index,section_code,propaedia_page_reference,header_context,image_relative_path,topic_summary,sort_order,observed_title,extraction_method,match_status,match_method,matched_title,matched_volume_number,matched_start_page,matched_page_count_estimate
4,1,1,411,144,144 Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-01.jpg,Major articles dealing with human evolution,1,"Evolution, Human",single_ocr_line,matched,observed_comma_flip,Human EVOLUTION,6,812,43
4,1,1,411,144,144 Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-01.jpg,Major articles dealing with human evolution,2,Life,single_ocr_line,matched,direct,LIFE,10,964,
4,2,1,412,145,Division I. Section 412,propaedia_pages/part_4/propaedia-2010-part-04-photo-02.jpg,Major articles dealing with human heredity: the races of mankind,1,"Evolution, Human",single_ocr_line,matched,observed_comma_flip,Human EVOLUTION,6,812,43
4,2,1,412,145,Division I. Section 412,propaedia_pages/part_4/propaedia-2010-part-04-photo-02.jpg,Major articles dealing with human heredity: the races of mankind,2,"Genetics and Heredity, The Principles of",single_ocr_line,matched,observed_comma_flip,The Principles of GENETICS AND HEREDITY,7,699,42
4,2,1,412,145,Division I. Section 412,propaedia_pages/part_4/propaedia-2010-part-04-photo-02.jpg,Major articles dealing with human heredity: the races of mankind,3,Life,single_ocr_line,matched,direct,LIFE,10,964,
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,1,Components of,single_ocr_line,unmatched,,,,,
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,2,Organisms,single_ocr_line,unmatched,,,,,
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,3,Blood,single_ocr_line,matched,direct,BLOOD,3,125,30
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,4,Circulation and Circulatory Systems,combined_3_adjacent_ocr_lines,matched,direct,CIRCULATION AND CIRCULATORY SYSTEMS,4,377,41
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,5,Digestive Systems,single_ocr_line,unmatched,,,,,
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,6,Endocrine Systems,single_ocr_line,matched,direct,ENDOCRINE SYSTEMS,6,287,45
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,7,Excretion and Excretory Systems,combined_3_adjacent_ocr_lines,matched,direct,EXCRETION AND EXCRETORY SYSTEMS,7,1,27
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,8,Integumentary Systems,combined_2_adjacent_ocr_lines,matched,direct,INTEGUMENTARY SYSTEMS,9,755,20
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,9,Nerves and Nervous Systems,combined_2_adjacent_ocr_lines,matched,direct,NERVES AND NERVOUS SYSTEMS,12,784,80
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,10,Nutrition,single_ocr_line,matched,direct,NUTRITION,13,50,26
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,11,Reproduction and Reproductive Systems,combined_3_adjacent_ocr_lines,matched,direct,REPRODUCTION AND REPRODUCTIVE SYSTEMS,14,609,79
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,12,Systems,single_ocr_line,unmatched,,,,,
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,13,Sensory Reception,single_ocr_line,matched,direct,SENSORY RECEPTION,15,115,108
4,3,1,421,148,Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-03.jpg,Major articles dealing with the structures and functions of the human body,14,Supportive and Connective Tissues,combined_3_adjacent_ocr_lines,matched,direct,SUPPORTIVE AND CONNECTIVE TISSUES,16,272,45
4,4,1,422,151,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-04.jpg,Major articles dealing with human health,1,Death,single_ocr_line,matched,direct,DEATH,4,982,
4,4,1,422,151,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-04.jpg,Major articles dealing with human health,2,Exercise and Physical Conditioning,single_ocr_line,matched,direct,EXERCISE AND PHYSICAL CONDITIONING,7,28,5
4,4,1,422,151,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-04.jpg,Major articles dealing with human health,3,Immunity,single_ocr_line,matched,direct,IMMUNITY,8,773,
4,4,1,422,151,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-04.jpg,Major articles dealing with human health,4,Nutrition,single_ocr_line,matched,direct,NUTRITION,13,50,26
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,1,Cancer,single_ocr_line,matched,direct,CANCER,3,519,9
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,2,Childhood,single_ocr_line,unmatched,,,,,
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,3,Diseases and,single_ocr_line,unmatched,,,,,
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,4,Disorders,single_ocr_line,unmatched,,,,,
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,5,Circulation and Circulatory Systems,combined_3_adjacent_ocr_lines,matched,direct,CIRCULATION AND CIRCULATORY SYSTEMS,4,377,41
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,6,Diagnosis and Therapeutics,combined_2_adjacent_ocr_lines,matched,direct,DIAGNOSIS AND THERAPEUTICS,5,246,23
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,7,Digestive Systems,single_ocr_line,unmatched,,,,,
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,8,Disease,single_ocr_line,matched,direct,DISEASE,5,341,53
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,9,Endocrine Systems,single_ocr_line,matched,direct,ENDOCRINE SYSTEMS,6,287,45
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,10,Excretion and Excretory Systems,combined_3_adjacent_ocr_lines,matched,direct,EXCRETION AND EXCRETORY SYSTEMS,7,1,27
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,11,Immunity,single_ocr_line,matched,direct,IMMUNITY,8,773,
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,12,Infectious Diseases,single_ocr_line,matched,direct,INFECTIOUS DISEASES,9,589,26
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,13,Metabolism,single_ocr_line,matched,direct,METABOLISM,11,893,
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,14,Muscles and Muscle Systems,combined_2_adjacent_ocr_lines,matched,direct,MUSCLES AND MUSCLE SYSTEMS,12,452,28
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,15,Nerves and Nervous Systems,combined_2_adjacent_ocr_lines,matched,direct,NERVES AND NERVOUS SYSTEMS,12,784,80
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,16,Nutrition,single_ocr_line,matched,direct,NUTRITION,13,50,26
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,17,Poisons and Poisoning,combined_2_adjacent_ocr_lines,matched,direct,POISONS AND POISONING,13,908,22
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,18,Systems,single_ocr_line,unmatched,,,,,
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,19,Sensory Reception,single_ocr_line,matched,direct,SENSORY RECEPTION,15,115,108
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,20,Supportive and Connective Tissues,combined_3_adjacent_ocr_lines,matched,direct,SUPPORTIVE AND CONNECTIVE TISSUES,16,272,45
4,5,1,423,153,Division II. Section 423,propaedia_pages/part_4/propaedia-2010-part-04-photo-05.jpg,Major articles dealing with human diseases,21,"Transplants, Organ and Tissue",combined_2_adjacent_ocr_lines,matched,observed_comma_flip,Organ and Tissue TRANSPLANTS,16,774,7
4,6,1,424,159,Division II. Section 424,propaedia_pages/part_4/propaedia-2010-part-04-photo-06.jpg,Major articles dealing withthe practice of medicine and the care of health,1,Birth Control,single_ocr_line,matched,direct,BIRTH CONTROL,3,113,8
4,6,1,424,159,Division II. Section 424,propaedia_pages/part_4/propaedia-2010-part-04-photo-06.jpg,Major articles dealing withthe practice of medicine and the care of health,2,Medicine,single_ocr_line,matched,direct,MEDICINE,11,774,55
4,6,1,424,159,Division II. Section 424,propaedia_pages/part_4/propaedia-2010-part-04-photo-06.jpg,Major articles dealing withthe practice of medicine and the care of health,3,Occupational Diseases and Disorders,single_ocr_line,matched,direct,OCCUPATIONAL DISEASES AND DISORDERS,13,99,5
4,7,1,431,161,Division III. Section 432,propaedia_pages/part_4/propaedia-2010-part-04-photo-07.jpg,Major article dealing with human nature and experience: general considerations,1,"Behaviour, The Development of Human",single_ocr_line,matched,observed_comma_flip,The Development of Human BEHAVIOUR,2,829,15
4,8,1,432,163,Division III. Section 433,propaedia_pages/part_4/propaedia-2010-part-04-photo-08.jpg,"Major articles dealing with the influence of the current environment on a person's behaviour and conscious experience: attention, sensation, and perception",1,Attention,single_ocr_line,matched,direct,ATTENTION,2,391,6
4,8,1,432,163,Division III. Section 433,propaedia_pages/part_4/propaedia-2010-part-04-photo-08.jpg,"Major articles dealing with the influence of the current environment on a person's behaviour and conscious experience: attention, sensation, and perception",2,"Perception, Human",single_ocr_line,matched,observed_comma_flip,Human PERCEPTION,13,481,22
4,9,1,433,164,164 Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-09.jpg,Major articles dealing with the current internal states affecting a person's behaviour and conscious experience,1,Sex and Sexuality,single_ocr_line,matched,direct,SEX AND SEXUALITY,15,233,20
4,9,1,433,164,164 Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-09.jpg,Major articles dealing with the current internal states affecting a person's behaviour and conscious experience,2,"Emotion, Human",single_ocr_line,matched,observed_comma_flip,Human EMOTION,6,248,9
4,9,1,433,164,164 Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-09.jpg,Major articles dealing with the current internal states affecting a person's behaviour and conscious experience,3,Sleep and Dreams,single_ocr_line,matched,direct,SLEEP AND DREAMS,15,301,11
4,9,1,433,164,164 Part Four. Human Life,propaedia_pages/part_4/propaedia-2010-part-04-photo-09.jpg,Major articles dealing with the current internal states affecting a person's behaviour and conscious experience,4,"Motivation, Human",single_ocr_line,matched,observed_comma_flip,Human MOTIVATION,12,436,9
4,10,1,434,165,Division III. Section 434,propaedia_pages/part_4/propaedia-2010-part-04-photo-10.jpg,Major articles dealing with the persisting capacities and inclinations that influence human behaviour and conscious experience,1,"Intelligence, Human",single_ocr_line,matched,observed_comma_flip,Human INTELLIGENCE,9,775,6
4,10,1,434,165,Division III. Section 434,propaedia_pages/part_4/propaedia-2010-part-04-photo-10.jpg,Major articles dealing with the persisting capacities and inclinations that influence human behaviour and conscious experience,2,Psychological Tests and Measurement,single_ocr_line,matched,direct,PSYCHOLOGICAL TESTS AND MEASUREMENT,14,289,5
4,10,2,435,165,Division III. Section 435,propaedia_pages/part_4/propaedia-2010-part-04-photo-10.jpg,Major articles dealing with the development of a person's potentials: learning and thinking,1,"Learning and Cognition, Human",single_ocr_line,matched,observed_comma_flip,Human LEARNING AND COGNITION,10,870,19
4,10,2,435,165,Division III. Section 435,propaedia_pages/part_4/propaedia-2010-part-04-photo-10.jpg,Major articles dealing with the development of a person's potentials: learning and thinking,2,Memory,single_ocr_line,matched,direct,MEMORY,11,832,9
4,10,2,435,165,Division III. Section 435,propaedia_pages/part_4/propaedia-2010-part-04-photo-10.jpg,Major articles dealing with the development of a person's potentials: learning and thinking,3,Thought and Thought Processes,single_ocr_line,matched,direct,THOUGHT AND THOUGHT PROCESSES,16,650,7
4,11,1,436,167,Division III. Section 436,propaedia_pages/part_4/propaedia-2010-part-04-photo-11.jpg,Major articles and a biography dealing with personality and the self: integration and disintegration of the person as a whole,1,Freud,single_ocr_line,matched,direct,FREUD,7,566,6
4,11,1,436,167,Division III. Section 436,propaedia_pages/part_4/propaedia-2010-part-04-photo-11.jpg,Major articles and a biography dealing with personality and the self: integration and disintegration of the person as a whole,2,Mental Disorders and Their Treatment,combined_2_adjacent_ocr_lines,matched,direct,MENTAL DISORDERS and Their Treatment,11,841,19
4,11,1,436,167,Division III. Section 436,propaedia_pages/part_4/propaedia-2010-part-04-photo-11.jpg,Major articles and a biography dealing with personality and the self: integration and disintegration of the person as a whole,3,Personality,single_ocr_line,matched,direct,PERSONALITY,13,503,12
